ecosystem	name	version	license_file	sha256	lock_key	evidence_status	reason
npm	es-module-lexer	2.3.1	LICENSE	8A4B6C44EEBFB026D23719A348145A661A555568DBFDC11618FF2D0DD9306B00	npm:node_modules/es-module-lexer	HASHED	PACKAGED_LICENSE_FILE
npm	estree-walker	3.0.3	LICENSE	8A6DCBABE7179F9C8489C08A7D874D0F1E093AE7449E03756CCF87CB9D0E296E	npm:node_modules/estree-walker	HASHED	PACKAGED_LICENSE_FILE
npm	expect-type	1.4.0	LICENSE	7C6CC83C84EAA249A85BF12FE3EEDD831BB50C696E8890B5248223AE68C7B408	npm:node_modules/expect-type	HASHED	PACKAGED_LICENSE_FILE
npm	fdir	6.5.0	LICENSE	9A39F2AADAB11A3697EDD668FF2D8AD885B649737B7AB4D3BF12B34E5ADA0C86	npm:node_modules/fdir	HASHED	PACKAGED_LICENSE_FILE
npm	fsevents	2.3.2	LICENSE	2A8A5D6197BB97A018B8A190DD3ED853D750CA87C8E80C17AAD41D6C6FF448E1	npm:node_modules/fsevents	HASHED	PACKAGED_LICENSE_FILE
npm	fsevents	2.3.3	LICENSE	2A8A5D6197BB97A018B8A190DD3ED853D750CA87C8E80C17AAD41D6C6FF448E1	npm:node_modules/vite/node_modules/fsevents	HASHED	PACKAGED_LICENSE_FILE
npm	html-encoding-sniffer	6.0.0	LICENSE.txt	528EEC83CB836A0ADDA9F8FC3D6A2A70A710D6CC0BE9A155F92212C8DF28ACFA	npm:node_modules/html-encoding-sniffer	HASHED	PACKAGED_LICENSE_FILE
npm	html-parse-stringify	3.0.1	NO_PACKAGED_LICENSE_FILE	NOT_APPLICABLE	npm:node_modules/html-parse-stringify	ABSENT_WITH_EXPLICIT_DECISION	NO_LICENSE_FILE_IN_VERIFIED_PACKAGE_ARCHIVE
npm	i18next	26.3.6	LICENSE	1CD0A2B02A6CC40EF8EE16310D13EEFFDD7B5DE4A562FD3EE7C921D8EB54F60A	npm:node_modules/i18next	HASHED	PACKAGED_LICENSE_FILE
npm	is-potential-custom-element-name	1.0.1	LICENSE-MIT.txt	483ACB265F182907D1CAF6CFF9C16C96F31325ED23792832CC5D8B12D5F88C8A	npm:node_modules/is-potential-custom-element-name	HASHED	PACKAGED_LICENSE_FILE
npm	js-tokens	4.0.0	LICENSE	2213D91C606205C71EB051A199478CDC2ADDE945893404D7F1421436DD6D5CC1	npm:node_modules/js-tokens	HASHED	PACKAGED_LICENSE_FILE
npm	jsdom	29.1.1	LICENSE.txt	242D37E7CAB25CBAFC36CC973EE88F9345FDDF066AFE4F72B7AC3D9AD4E24CCE	npm:node_modules/jsdom	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-android-arm64	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-android-arm64	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-darwin-arm64	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-darwin-arm64	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-darwin-x64	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-darwin-x64	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-freebsd-x64	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-freebsd-x64	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-linux-arm-gnueabihf	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-linux-arm-gnueabihf	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-linux-arm64-gnu	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-linux-arm64-gnu	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-linux-arm64-musl	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-linux-arm64-musl	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-linux-x64-gnu	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-linux-x64-gnu	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-linux-x64-musl	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-linux-x64-musl	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-win32-arm64-msvc	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-win32-arm64-msvc	HASHED	PACKAGED_LICENSE_FILE
npm	lightningcss-win32-x64-msvc	1.32.0	LICENSE	5EBA353FE5076AC3432177F8AB1CF75E3AFCD0584251E37C3BFEAD5F447D040E	npm:node_modules/lightningcss-win32-x64-msvc	HASHED	PACKAGED_LICENSE_FILE
npm	lru-cache	11.5.2	LICENSE.md	8A1AF140FDFBF5AFD3DF27F7E662F989C5B963A300020DFAFCE42033CAE9E004	npm:node_modules/lru-cache	HASHED	PACKAGED_LICENSE_FILE
npm	lz-string	1.5.0	LICENSE	433FC9DFE659DBFB1E91EED8351F13651E97BFA3AC6D03394C3D63F61D4BBC80	npm:node_modules/lz-string	HASHED	PACKAGED_LICENSE_FILE
npm	magic-string	0.30.21	LICENSE	1CBE51B907662F6CB1492B16C359384A595180BF0E4D101603ED525E75C4E484	npm:node_modules/magic-string	HASHED	PACKAGED_LICENSE_FILE
npm	mdn-data	2.27.1	LICENSE	36FFD9DC085D529A7E60E1276D73AE5A030B020313E6C5408593A6AE2AF39673	npm:node_modules/mdn-data	HASHED	PACKAGED_LICENSE_FILE
npm	nanoid	3.3.16	LICENSE	DA4DB1480D9BEEA3483A2EDA5C53B22238D0827D57DA162B48F122E04D2D9987	npm:node_modules/nanoid	HASHED	PACKAGED_LICENSE_FILE
npm	obug	2.1.3	LICENSE	EE48679D379CA6B4493D5E231094D85F818DD9BE40B1A4F234FB7FF657EE35D9	npm:node_modules/obug	HASHED	PACKAGED_LICENSE_FILE
npm	parse5	8.0.1	LICENSE	8C535800331E1E4439835555B3F9EDC7FE9DEE2FAB0D8BBBD5A982E8B8343D4D	npm:node_modules/parse5	HASHED	PACKAGED_LICENSE_FILE
npm	pathe	2.0.3	LICENSE	52E92576851154BAD7737E90CC72818936F43665CB0E3F7428ED8EDC8CC5709B	npm:node_modules/pathe	HASHED	PACKAGED_LICENSE_FILE
npm	picocolors	1.1.1	LICENSE	6582629E2979466878F6014313DCC2F3756C9616148682227CE3063DDE310750	npm:node_modules/picocolors	HASHED	PACKAGED_LICENSE_FILE
npm	picomatch	4.0.5	LICENSE	D0CD141B0C322FDED5DFAD1D4645BB2FEDFC05B7321FE1009469638190D59EF9	npm:node_modules/picomatch	HASHED	PACKAGED_LICENSE_FILE
npm	playwright	1.61.1	LICENSE	45873D00A0DD243596DEB4AA23B2493B3D1F0671921BF2538EA431D7380220EB	npm:node_modules/playwright	HASHED	PACKAGED_LICENSE_FILE
npm	playwright	1.61.1	NOTICE	6D602191187B35B9B01D2CFFA01C8469C2C8D9DE8A96F1BF868E0F264F51C81D	npm:node_modules/playwright	HASHED	PACKAGED_LICENSE_FILE
npm	playwright-core	1.61.1	LICENSE	45873D00A0DD243596DEB4AA23B2493B3D1F0671921BF2538EA431D7380220EB	npm:node_modules/playwright-core	HASHED	PACKAGED_LICENSE_FILE
npm	playwright-core	1.61.1	NOTICE	6D602191187B35B9B01D2CFFA01C8469C2C8D9DE8A96F1BF868E0F264F51C81D	npm:node_modules/playwright-core	HASHED	PACKAGED_LICENSE_FILE
npm	postcss	8.5.19	LICENSE	5BE1F3465BBA68A626777F984878814AAF35E7EF8E9FD314D469BCF887050FB8	npm:node_modules/postcss	HASHED	PACKAGED_LICENSE_FILE
npm	pretty-format	27.5.1	LICENSE	52412D7BC7CE4157EA628BBAACB8829E0A9CB3C58F57F99176126BC8CF2BFC85	npm:node_modules/pretty-format	HASHED	PACKAGED_LICENSE_FILE
npm	punycode	2.3.1	LICENSE-MIT.txt	483ACB265F182907D1CAF6CFF9C16C96F31325ED23792832CC5D8B12D5F88C8A	npm:node_modules/punycode	HASHED	PACKAGED_LICENSE_FILE
npm	react	19.2.7	LICENSE	DA6D3703ED11CBE42BD212C725957C98DA23CBFF1998C05FA4B3D976D1A58E93	npm:node_modules/react	HASHED	PACKAGED_LICENSE_FILE
npm	react-dom	19.2.7	LICENSE	DA6D3703ED11CBE42BD212C725957C98DA23CBFF1998C05FA4B3D976D1A58E93	npm:node_modules/react-dom	HASHED	PACKAGED_LICENSE_FILE
npm	react-i18next	17.0.9	LICENSE	29B8AE456EF442E53A98DF183AD088CF98C2ECE73AA84C462330C43E665B8AB2	npm:node_modules/react-i18next	HASHED	PACKAGED_LICENSE_FILE
npm	react-is	17.0.2	LICENSE	52412D7BC7CE4157EA628BBAACB8829E0A9CB3C58F57F99176126BC8CF2BFC85	npm:node_modules/react-is	HASHED	PACKAGED_LICENSE_FILE
npm	react-router	7.18.1	LICENSE.md	77C9EE6A9C5D5782FB0C50B50D101189116314C14F7DF0A1B0D385FC96A7BA49	npm:node_modules/react-router	HASHED	PACKAGED_LICENSE_FILE
npm	react-router-dom	7.18.1	LICENSE.md	77C9EE6A9C5D5782FB0C50B50D101189116314C14F7DF0A1B0D385FC96A7BA49	npm:node_modules/react-router-dom	HASHED	PACKAGED_LICENSE_FILE
npm	require-from-string	2.0.2	license	6EE0FEB1F6EF996FF5A68600F8CF98909CF412D39EF3CDCEAEFD87D636FA1B7F	npm:node_modules/require-from-string	HASHED	PACKAGED_LICENSE_FILE
npm	rolldown	1.1.5	LICENSE	23ECFFF35A5A2E80D92142F75228912C3B1ABC4B5A8337A821FF4397E2F9F734	npm:node_modules/rolldown	HASHED	PACKAGED_LICENSE_FILE
npm	saxes	6.0.0	NO_PACKAGED_LICENSE_FILE	NOT_APPLICABLE	npm:node_modules/saxes	ABSENT_WITH_EXPLICIT_DECISION	NO_LICENSE_FILE_IN_VERIFIED_PACKAGE_ARCHIVE
npm	scheduler	0.27.0	LICENSE	DA6D3703ED11CBE42BD212C725957C98DA23CBFF1998C05FA4B3D976D1A58E93	npm:node_modules/scheduler	HASHED	PACKAGED_LICENSE_FILE
npm	set-cookie-parser	2.7.2	LICENSE	C5C6C5183A789D122F267C405F685037EFB87E27FCDE28AB1DD7378A2D2F5962	npm:node_modules/set-cookie-parser	HASHED	PACKAGED_LICENSE_FILE
npm	siginfo	2.0.0	LICENSE	3BDDDF0B9B08AAA2FE4365B803FC958ED32C0597CA0BD727BE8D9FCB8B248D18	npm:node_modules/siginfo	HASHED	PACKAGED_LICENSE_FILE
npm	source-map-js	1.2.1	LICENSE	6CB0631F71C7749763FD3DD1D5BEE52DD1070EC17F2EDC1710079AD070BD2FBD	npm:node_modules/source-map-js	HASHED	PACKAGED_LICENSE_FILE
npm	stackback	0.0.2	NO_PACKAGED_LICENSE_FILE	NOT_APPLICABLE	npm:node_modules/stackback	ABSENT_WITH_EXPLICIT_DECISION	NO_LICENSE_FILE_IN_VERIFIED_PACKAGE_ARCHIVE
npm	std-env	4.2.0	LICENCE	A6F36438E46FB911859F3B9C4CAD045BA64E1AF3D8F4512C60258FA2D7552D28	npm:node_modules/std-env	HASHED	PACKAGED_LICENSE_FILE
npm	symbol-tree	3.2.4	LICENSE	9EA1ECCDABE469767A9EDB9249A840B2461CF91B2434BF8A3E2FC1F414311CB1	npm:node_modules/symbol-tree	HASHED	PACKAGED_LICENSE_FILE
npm	tinybench	2.9.0	LICENSE	CEBC084D54E6DD99E53292DDB4BC1CDB63D9BFCD9CE438FE3AA6EB106D79E2EA	npm:node_modules/tinybench	HASHED	PACKAGED_LICENSE_FILE
npm	tinyexec	1.2.4	LICENSE	F95F668FE64081DDB4153B322E34FDD719B991285ED08177D5AD7133B7988D92	npm:node_modules/tinyexec	HASHED	PACKAGED_LICENSE_FILE
npm	tinyglobby	0.2.17	LICENSE	22C68811E174CBBFB3813D4135918DF4F540959C14D872E601D9ABE83D3CDE8F	npm:node_modules/tinyglobby	HASHED	PACKAGED_LICENSE_FILE
npm	tinyrainbow	3.1.0	LICENCE	CEBC084D54E6DD99E53292DDB4BC1CDB63D9BFCD9CE438FE3AA6EB106D79E2EA	npm:node_modules/tinyrainbow	HASHED	PACKAGED_LICENSE_FILE
npm	tldts	7.4.8	LICENSE	C64182D48160DB948B6AA97A984F1A32974CE4D2053900361264CD33853796CB	npm:node_modules/tldts	HASHED	PACKAGED_LICENSE_FILE
npm	tldts-core	7.4.8	LICENSE	C64182D48160DB948B6AA97A984F1A32974CE4D2053900361264CD33853796CB	npm:node_modules/tldts-core	HASHED	PACKAGED_LICENSE_FILE
npm	tough-cookie	6.0.2	LICENSE	22EC6791C91BA42C0516A05F4CBDDE019AAE4687F8A38C5CA7E8A69EE68F851D	npm:node_modules/tough-cookie	HASHED	PACKAGED_LICENSE_FILE
npm	tr46	6.0.0	LICENSE.md	499D6D466D064E0460427967A344E2A32FCB86EA8C6CD1A285EC4F1FA03FBA67	npm:node_modules/tr46	HASHED	PACKAGED_LICENSE_FILE
npm	tslib	2.8.1	LICENSE.txt	210B19E543130388C68654B7497E967119CE17145F66AB7D85688FBD70F08751	npm:node_modules/tslib	HASHED	PACKAGED_LICENSE_FILE
npm	typescript	7.0.2	LICENSE	A7D00BFD54525BC694B6E32F64C7EBCF5E6B7AE3657BE5CC12767BCE74654A47	npm:node_modules/typescript	HASHED	PACKAGED_LICENSE_FILE
npm	typescript	7.0.2	NOTICE.txt	F5C708B59114507B8B27B48181B6883D106BBCA0C1634BBEE45B5E344237B66B	npm:node_modules/typescript	HASHED	PACKAGED_LICENSE_FILE
npm	undici	7.28.0	LICENSE	A6DB8096B2707BC0102D256917D4D33F298BA36D8C3F25DE067A2B5BB379DB27	npm:node_modules/undici	HASHED	PACKAGED_LICENSE_FILE
npm	undici-types	7.28.0	LICENSE	A6DB8096B2707BC0102D256917D4D33F298BA36D8C3F25DE067A2B5BB379DB27	npm:node_modules/undici-types	HASHED	PACKAGED_LICENSE_FILE
npm	undici-types	8.3.0	LICENSE	A6DB8096B2707BC0102D256917D4D33F298BA36D8C3F25DE067A2B5BB379DB27	npm:node_modules/@types/node/node_modules/undici-types	HASHED	PACKAGED_LICENSE_FILE
npm	use-sync-external-store	1.6.0	LICENSE	DA6D3703ED11CBE42BD212C725957C98DA23CBFF1998C05FA4B3D976D1A58E93	npm:node_modules/use-sync-external-store	HASHED	PACKAGED_LICENSE_FILE
npm	vite	8.1.4	LICENSE.md	B1D741C26B53DE1BBC0D4D7D3365B79888F9FE511527544A8A7B8E24DEC43147	npm:node_modules/vite	HASHED	PACKAGED_LICENSE_FILE
npm	vitest	4.1.10	LICENSE.md	881D660C26831481B697E39724D4A35C9F86E07B67156D4AEB693A0B39910435	npm:node_modules/vitest	HASHED	PACKAGED_LICENSE_FILE
npm	void-elements	3.1.0	LICENSE	405A272EAEF556691AD7DDA96DB3237C9544AFE18725842A1A5B3EC308960222	npm:node_modules/void-elements	HASHED	PACKAGED_LICENSE_FILE
npm	w3c-xmlserializer	5.0.0	LICENSE.md	AB654DE803CDAA9E2819AB2E934BDF7F757E308649EC231D78E80E92425CDC34	npm:node_modules/w3c-xmlserializer	HASHED	PACKAGED_LICENSE_FILE
npm	webidl-conversions	8.0.1	LICENSE.md	A889CC4DBEE2AE172C179856B25D75B0B7A5A136E1B97109B9B590B2FF1A879C	npm:node_modules/webidl-conversions	HASHED	PACKAGED_LICENSE_FILE
npm	whatwg-mimetype	5.0.0	LICENSE.txt	528EEC83CB836A0ADDA9F8FC3D6A2A70A710D6CC0BE9A155F92212C8DF28ACFA	npm:node_modules/whatwg-mimetype	HASHED	PACKAGED_LICENSE_FILE
npm	whatwg-url	16.0.1	LICENSE.txt	DB480F236292A093E77A83C35431A8496624E1E664A3547768A9CE2BDDE39877	npm:node_modules/whatwg-url	HASHED	PACKAGED_LICENSE_FILE
npm	why-is-node-running	2.3.0	LICENSE	6A134E51AA31496C15A741592FC5D782B2DBF8D8B6B8524E15C8520AE0CD6374	npm:node_modules/why-is-node-running	HASHED	PACKAGED_LICENSE_FILE
npm	xml-name-validator	5.0.0	LICENSE.txt	A6CBA85BC92E0CFF7A450B1D873C0EAA2E9FC96BF472DF0247A26BEC77BF3FF9	npm:node_modules/xml-name-validator	HASHED	PACKAGED_LICENSE_FILE
npm	xmlchars	2.2.0	LICENSE	45D196313C2647D313CC65CA9B093D2D6974B64D35EE7346F2C60C9D518DFF2C	npm:node_modules/xmlchars	HASHED	PACKAGED_LICENSE_FILE
rust	adler2	2.0.1	LICENSE-0BSD	861399F8C21C042B110517E76DC6B63A2B334276C8CF17412FC3C8908CA8DC17	cargo:adler2@2.0.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	adler2	2.0.1	LICENSE-APACHE	8ADA45CD9F843ACF64E4722AE262C622A2B3B3007C7310EF36AC1061A30F6ADB	cargo:adler2@2.0.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	adler2	2.0.1	LICENSE-MIT	23F18E03DC49DF91622FE2A76176497404E46CED8A715D9D2B67A7446571CCA3	cargo:adler2@2.0.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	aho-corasick	1.1.4	COPYING	01C266BCED4A434DA0051174D6BEE16A4C82CF634E2679B6155D40D75012390F	cargo:aho-corasick@1.1.4:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	aho-corasick	1.1.4	LICENSE-MIT	0F96A83840E146E43C0EC96A22EC1F392E0680E6C1226E6F3BA87E0740AF850F	cargo:aho-corasick@1.1.4:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	aho-corasick	1.1.4	UNLICENSE	7E12E5DF4BAE12CB21581BA157CED20E1986A0508DD10D0E8A4AB9A4CF94E85C	cargo:aho-corasick@1.1.4:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	async-compression	0.4.42	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:async-compression@0.4.42:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	async-compression	0.4.42	LICENSE-MIT	88D1E3160DF48926AD3310A8EC5699B502889565908F1BE7E77CD21282C7A709	cargo:async-compression@0.4.42:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	atomic-waker	1.1.2	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:atomic-waker@1.1.2:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	atomic-waker	1.1.2	LICENSE-MIT	23F18E03DC49DF91622FE2A76176497404E46CED8A715D9D2B67A7446571CCA3	cargo:atomic-waker@1.1.2:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	atomic-waker	1.1.2	LICENSE-THIRD-PARTY	6226D0632E2E1A80C23597E964DA9812AE193C535FE058154AFB034E94167AA5	cargo:atomic-waker@1.1.2:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	autocfg	1.5.1	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:autocfg@1.5.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	autocfg	1.5.1	LICENSE-MIT	27995D58AD5C1145C1A8CD86244CE844886958A35EB2B78C6B772748669999AC	cargo:autocfg@1.5.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	aws-lc-rs	1.17.1	LICENSE	B50B376E7D24A0598488B730C3034FFCD0B58DD36C0913A24B9903A3CFD04BF7	cargo:aws-lc-rs@1.17.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	aws-lc-sys	0.42.0	LICENSE	728536B4160E051F86D7C9C388F704866B3D512CD7DF97AC3516C65279523C4E	cargo:aws-lc-sys@0.42.0:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	axum	0.8.9	LICENSE	6A13BC24A100A6812F053879EC51B126B103AF7CDA6DBF48C4188722DA44DA9F	cargo:axum@0.8.9:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	axum-core	0.5.6	LICENSE	008C87AFCD2E626EAF564093250BED06DD7EFB5732113264BBA3DDA8F1C556A1	cargo:axum-core@0.5.6:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	base64	0.22.1	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:base64@0.22.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	base64	0.22.1	LICENSE-MIT	0DD882E53DE11566D50F8E8E2D5A651BCF3FABEE4987D70F306233CF39094BA7	cargo:base64@0.22.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bit-set	0.8.0	LICENSE-APACHE	8173D5C29B4F956D532781D2B86E4E30F83E6B7878DCE18C919451D6BA707C90	cargo:bit-set@0.8.0:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bit-set	0.8.0	LICENSE-MIT	F51AC2C59A222F7476CE507CA879960E2B64EA64BB2786EEFDBEB7B0B538D1B7	cargo:bit-set@0.8.0:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bit-vec	0.8.0	LICENSE-APACHE	8173D5C29B4F956D532781D2B86E4E30F83E6B7878DCE18C919451D6BA707C90	cargo:bit-vec@0.8.0:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bit-vec	0.8.0	LICENSE-MIT	F51AC2C59A222F7476CE507CA879960E2B64EA64BB2786EEFDBEB7B0B538D1B7	cargo:bit-vec@0.8.0:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bitflags	1.3.2	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:bitflags@1.3.2:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bitflags	1.3.2	LICENSE-MIT	6485B8ED310D3F0340BF1AD1F47645069CE4069DCC6BB46C7D5C6FAF41DE1FDB	cargo:bitflags@1.3.2:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bitflags	2.13.0	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:bitflags@2.13.0:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bitflags	2.13.0	LICENSE-MIT	6485B8ED310D3F0340BF1AD1F47645069CE4069DCC6BB46C7D5C6FAF41DE1FDB	cargo:bitflags@2.13.0:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	block-buffer	0.10.4	LICENSE-APACHE	A9040321C3712D8FD0B09CF52B17445DE04A23A10165049AE187CD39E5C86BE5	cargo:block-buffer@0.10.4:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	block-buffer	0.10.4	LICENSE-MIT	D5C22AA3118D240E877AD41C5D9FA232F9C77D757D4AAC0C2F943AFC0A95E0EF	cargo:block-buffer@0.10.4:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bumpalo	3.20.3	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:bumpalo@3.20.3:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bumpalo	3.20.3	LICENSE-MIT	65F94E99DDAF4F5D1782A6DAE23F35D4293A9A01444A13135A6887017D353CEE	cargo:bumpalo@3.20.3:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	bytes	1.12.1	LICENSE	45F522CACECB1023856E46DF79CA625DFC550C94910078BD8AEC6E02880B3D42	cargo:bytes@1.12.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	cc	1.2.67	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:cc@1.2.67:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	cc	1.2.67	LICENSE-MIT	378F5840B258E2779C39418F3F2D7B2BA96F1C7917DD6BE0713F88305DBDA397	cargo:cc@1.2.67:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	cfg-if	1.0.4	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:cfg-if@1.0.4:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	cfg-if	1.0.4	LICENSE-MIT	378F5840B258E2779C39418F3F2D7B2BA96F1C7917DD6BE0713F88305DBDA397	cargo:cfg-if@1.0.4:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	cfg_aliases	0.2.1	LICENSE	31B94860253D8EC7B4529F51901044D3B459D6292D996504A36B1BAE3A36A812	cargo:cfg_aliases@0.2.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	chacha20	0.10.1	LICENSE-APACHE	A9040321C3712D8FD0B09CF52B17445DE04A23A10165049AE187CD39E5C86BE5	cargo:chacha20@0.10.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	chacha20	0.10.1	LICENSE-MIT	B8C6939380A400F53E11923D50FCC4DD2FA1BA8339FD9D04CDA38A0251B6C9B0	cargo:chacha20@0.10.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	cmake	0.1.58	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:cmake@0.1.58:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	cmake	0.1.58	LICENSE-MIT	378F5840B258E2779C39418F3F2D7B2BA96F1C7917DD6BE0713F88305DBDA397	cargo:cmake@0.1.58:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	combine	4.6.7	LICENSE	9BBC1B3DC4674A9EBB12C2A62F54FE3C08672539717F8D05828F684B6CC419A3	cargo:combine@4.6.7:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	compression-codecs	0.4.38	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:compression-codecs@0.4.38:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	compression-codecs	0.4.38	LICENSE-MIT	88D1E3160DF48926AD3310A8EC5699B502889565908F1BE7E77CD21282C7A709	cargo:compression-codecs@0.4.38:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	compression-core	0.4.32	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:compression-core@0.4.32:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	compression-core	0.4.32	LICENSE-MIT	88D1E3160DF48926AD3310A8EC5699B502889565908F1BE7E77CD21282C7A709	cargo:compression-core@0.4.32:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	core-foundation	0.10.1	LICENSE-APACHE	A60EEA817514531668D7E00765731449FE14D059D3249E0BC93B36DE45F759F2	cargo:core-foundation@0.10.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
rust	core-foundation	0.10.1	LICENSE-MIT	62065228E42CAEBCA7E7D7DB1204CBB867033DE5982CA4009928915E4095F3A3	cargo:core-foundation@0.10.1:crates.io	HASHED	PACKAGED_LICENSE_FILE
